data_date,query,clicks,impressions,avg_position,ctr
2025-12-11,outdoor sauna booking,11,152,3.5,0.0724
2025-12-11,wood-fired sauna,8,111,4.0,0.0721
2025-12-11,sauna voucher,9,108,4.5,0.0833
2025-12-11,sauna gift card,9,107,5.0,0.0841
2025-12-11,sauna day pass,7,73,5.5,0.0959
2025-12-11,popup sauna,6,66,6.0,0.0909
2025-12-12,sauna near me,11,211,1.5,0.0521
2025-12-12,northern sauna stockholm,9,161,2.0,0.0559
2025-12-12,northern sauna helsinki,10,167,2.5,0.0599
2025-12-12,northern sauna oslo,11,174,3.0,0.0632
2025-12-12,outdoor sauna booking,8,119,3.5,0.0672
2025-12-12,wood-fired sauna,10,130,4.0,0.0769
2025-12-12,sauna voucher,10,122,4.5,0.082
2025-12-12,sauna gift card,8,93,5.0,0.086
2025-12-12,sauna day pass,7,74,5.5,0.0946
2025-12-12,popup sauna,7,69,6.0,0.1014
2025-12-13,sauna near me,10,192,1.5,0.0521
2025-12-13,northern sauna stockholm,10,176,2.0,0.0568
2025-12-13,northern sauna helsinki,9,158,2.5,0.057
2025-12-13,northern sauna oslo,11,176,3.0,0.0625
2025-12-13,outdoor sauna booking,11,150,3.5,0.0733
2025-12-13,wood-fired sauna,8,111,4.0,0.0721
2025-12-13,sauna voucher,8,103,4.5,0.0777
2025-12-13,sauna gift card,9,106,5.0,0.0849
2025-12-13,sauna day pass,8,88,5.5,0.0909
2025-12-13,popup sauna,6,62,6.0,0.0968
2025-12-14,sauna near me,11,213,1.5,0.0516
2025-12-14,northern sauna stockholm,9,163,2.0,0.0552
2025-12-14,northern sauna helsinki,9,152,2.5,0.0592
2025-12-14,northern sauna oslo,11,174,3.0,0.0632
2025-12-14,outdoor sauna booking,10,142,3.5,0.0704
2025-12-14,wood-fired sauna,8,111,4.0,0.0721
2025-12-14,sauna voucher,9,110,4.5,0.0818
2025-12-14,sauna gift card,8,94,5.0,0.0851
2025-12-14,sauna day pass,8,92,5.5,0.087
2025-12-14,popup sauna,5,56,6.0,0.0893
2025-12-15,sauna near me,11,214,1.5,0.0514
2025-12-15,northern sauna stockholm,11,199,2.0,0.0553
2025-12-15,northern sauna helsinki,11,184,2.5,0.0598
2025-12-15,northern sauna oslo,11,168,3.0,0.0655
2025-12-15,outdoor sauna booking,10,149,3.5,0.0671
2025-12-15,wood-fired sauna,9,122,4.0,0.0738
2025-12-15,sauna voucher,8,95,4.5,0.0842
2025-12-15,sauna gift card,9,108,5.0,0.0833
2025-12-15,sauna day pass,7,74,5.5,0.0946
2025-12-15,popup sauna,6,61,6.0,0.0984
2025-12-16,sauna near me,9,179,1.5,0.0503
2025-12-16,northern sauna stockholm,10,176,2.0,0.0568
2025-12-16,northern sauna helsinki,10,161,2.5,0.0621
2025-12-16,northern sauna oslo,10,148,3.0,0.0676
2025-12-16,outdoor sauna booking,10,136,3.5,0.0735
2025-12-16,wood-fired sauna,10,131,4.0,0.0763
2025-12-16,sauna voucher,10,126,4.5,0.0794
2025-12-16,sauna gift card,8,96,5.0,0.0833
2025-12-16,sauna day pass,8,92,5.5,0.087
2025-12-16,popup sauna,5,56,6.0,0.0893
2025-12-17,sauna near me,10,193,1.5,0.0518
2025-12-17,northern sauna stockholm,9,159,2.0,0.0566
2025-12-17,northern sauna helsinki,10,175,2.5,0.0571
2025-12-17,northern sauna oslo,12,177,3.0,0.0678
2025-12-17,outdoor sauna booking,9,128,3.5,0.0703
2025-12-17,wood-fired sauna,10,133,4.0,0.0752
2025-12-17,sauna voucher,10,119,4.5,0.084
2025-12-17,sauna gift card,7,84,5.0,0.0833
2025-12-17,sauna day pass,7,78,5.5,0.0897
2025-12-17,popup sauna,6,58,6.0,0.1034
2025-12-18,sauna near me,10,191,1.5,0.0524
2025-12-18,northern sauna stockholm,11,202,2.0,0.0545
2025-12-18,northern sauna helsinki,10,159,2.5,0.0629
2025-12-18,northern sauna oslo,11,175,3.0,0.0629
2025-12-18,outdoor sauna booking,11,152,3.5,0.0724
2025-12-18,wood-fired sauna,9,116,4.0,0.0776
2025-12-18,sauna voucher,9,108,4.5,0.0833
2025-12-18,sauna gift card,8,98,5.0,0.0816
2025-12-18,sauna day pass,7,83,5.5,0.0843
2025-12-18,popup sauna,6,66,6.0,0.0909
2025-12-19,sauna near me,10,193,1.5,0.0518
2025-12-19,northern sauna stockholm,12,210,2.0,0.0571
2025-12-19,northern sauna helsinki,9,149,2.5,0.0604
2025-12-19,northern sauna oslo,10,161,3.0,0.0621
2025-12-19,outdoor sauna booking,8,120,3.5,0.0667
2025-12-19,wood-fired sauna,10,127,4.0,0.0787
2025-12-19,sauna voucher,8,100,4.5,0.08
2025-12-19,sauna gift card,7,83,5.0,0.0843
2025-12-19,sauna day pass,6,69,5.5,0.087
2025-12-19,popup sauna,7,74,6.0,0.0946
2025-12-20,sauna near me,9,178,1.5,0.0506
2025-12-20,northern sauna stockholm,10,177,2.0,0.0565
2025-12-20,northern sauna helsinki,10,168,2.5,0.0595
2025-12-20,northern sauna oslo,9,133,3.0,0.0677
2025-12-20,outdoor sauna booking,11,158,3.5,0.0696
2025-12-20,wood-fired sauna,8,107,4.0,0.0748
2025-12-20,sauna voucher,10,124,4.5,0.0806
2025-12-20,sauna gift card,7,82,5.0,0.0854
2025-12-20,sauna day pass,7,78,5.5,0.0897
2025-12-20,popup sauna,7,71,6.0,0.0986
2025-12-21,sauna near me,9,171,1.5,0.0526
2025-12-21,northern sauna stockholm,11,202,2.0,0.0545
2025-12-21,northern sauna helsinki,10,168,2.5,0.0595
2025-12-21,northern sauna oslo,10,154,3.0,0.0649
2025-12-21,outdoor sauna booking,9,127,3.5,0.0709
2025-12-21,wood-fired sauna,9,115,4.0,0.0783
2025-12-21,sauna voucher,10,120,4.5,0.0833
2025-12-21,sauna gift card,7,81,5.0,0.0864
2025-12-21,sauna day pass,7,76,5.5,0.0921
2025-12-21,popup sauna,6,61,6.0,0.0984
2025-12-22,sauna near me,9,186,1.5,0.0484
2025-12-22,northern sauna stockholm,10,174,2.0,0.0575
2025-12-22,northern sauna helsinki,9,151,2.5,0.0596
2025-12-22,northern sauna oslo,9,140,3.0,0.0643
2025-12-22,outdoor sauna booking,10,142,3.5,0.0704
2025-12-22,wood-fired sauna,10,127,4.0,0.0787
2025-12-22,sauna voucher,10,124,4.5,0.0806
2025-12-22,sauna gift card,8,96,5.0,0.0833
2025-12-22,sauna day pass,7,79,5.5,0.0886
2025-12-22,popup sauna,5,57,6.0,0.0877
2025-12-23,sauna near me,11,214,1.5,0.0514
2025-12-23,northern sauna stockholm,10,182,2.0,0.0549
2025-12-23,northern sauna helsinki,11,183,2.5,0.0601
2025-12-23,northern sauna oslo,9,141,3.0,0.0638
2025-12-23,outdoor sauna booking,10,145,3.5,0.069
2025-12-23,wood-fired sauna,10,133,4.0,0.0752
2025-12-23,sauna voucher,8,105,4.5,0.0762
2025-12-23,sauna gift card,8,94,5.0,0.0851
2025-12-23,sauna day pass,6,70,5.5,0.0857
2025-12-23,popup sauna,6,61,6.0,0.0984
2025-12-24,sauna near me,9,180,1.5,0.05
2025-12-24,northern sauna stockholm,10,178,2.0,0.0562
2025-12-24,northern sauna helsinki,9,149,2.5,0.0604
2025-12-24,northern sauna oslo,11,170,3.0,0.0647
2025-12-24,outdoor sauna booking,11,150,3.5,0.0733
2025-12-24,wood-fired sauna,10,139,4.0,0.0719
2025-12-24,sauna voucher,10,125,4.5,0.08
2025-12-24,sauna gift card,8,97,5.0,0.0825
2025-12-24,sauna day pass,8,86,5.5,0.093
2025-12-24,popup sauna,6,65,6.0,0.0923
2025-12-25,sauna near me,11,217,1.5,0.0507
2025-12-25,northern sauna stockholm,10,187,2.0,0.0535
2025-12-25,northern sauna helsinki,11,182,2.5,0.0604
2025-12-25,northern sauna oslo,9,145,3.0,0.0621
2025-12-25,outdoor sauna booking,10,148,3.5,0.0676
2025-12-25,wood-fired sauna,10,128,4.0,0.0781
2025-12-25,sauna voucher,8,102,4.5,0.0784
2025-12-25,sauna gift card,8,100,5.0,0.08
2025-12-25,sauna day pass,7,77,5.5,0.0909
2025-12-25,popup sauna,6,68,6.0,0.0882
2025-12-26,sauna near me,10,209,1.5,0.0478
2025-12-26,northern sauna stockholm,11,195,2.0,0.0564
2025-12-26,northern sauna helsinki,11,179,2.5,0.0615
2025-12-26,northern sauna oslo,10,151,3.0,0.0662
2025-12-26,outdoor sauna booking,10,145,3.5,0.069
2025-12-26,wood-fired sauna,11,140,4.0,0.0786
2025-12-26,sauna voucher,8,96,4.5,0.0833
2025-12-26,sauna gift card,9,103,5.0,0.0874
2025-12-26,sauna day pass,6,71,5.5,0.0845
2025-12-26,popup sauna,6,64,6.0,0.0938
2025-12-27,sauna near me,9,180,1.5,0.05
2025-12-27,northern sauna stockholm,11,201,2.0,0.0547
2025-12-27,northern sauna helsinki,9,146,2.5,0.0616
2025-12-27,northern sauna oslo,11,164,3.0,0.0671
2025-12-27,outdoor sauna booking,10,136,3.5,0.0735
2025-12-27,wood-fired sauna,9,116,4.0,0.0776
2025-12-27,sauna voucher,10,125,4.5,0.08
2025-12-27,sauna gift card,8,89,5.0,0.0899
2025-12-27,sauna day pass,7,73,5.5,0.0959
2025-12-27,popup sauna,6,64,6.0,0.0938
2025-12-28,sauna near me,9,188,1.5,0.0479
2025-12-28,northern sauna stockholm,11,198,2.0,0.0556
2025-12-28,northern sauna helsinki,9,146,2.5,0.0616
2025-12-28,northern sauna oslo,11,164,3.0,0.0671
2025-12-28,outdoor sauna booking,10,137,3.5,0.073
2025-12-28,wood-fired sauna,10,136,4.0,0.0735
2025-12-28,sauna voucher,8,105,4.5,0.0762
2025-12-28,sauna gift card,7,81,5.0,0.0864
2025-12-28,sauna day pass,8,86,5.5,0.093
2025-12-28,popup sauna,6,58,6.0,0.1034
2025-12-29,sauna near me,10,199,1.5,0.0503
2025-12-29,northern sauna stockholm,11,203,2.0,0.0542
2025-12-29,northern sauna helsinki,12,192,2.5,0.0625
2025-12-29,northern sauna oslo,9,143,3.0,0.0629
2025-12-29,outdoor sauna booking,11,154,3.5,0.0714
2025-12-29,wood-fired sauna,10,135,4.0,0.0741
2025-12-29,sauna voucher,10,124,4.5,0.0806
2025-12-29,sauna gift card,9,104,5.0,0.0865
2025-12-29,sauna day pass,6,70,5.5,0.0857
2025-12-29,popup sauna,7,74,6.0,0.0946
2025-12-30,sauna near me,9,171,1.5,0.0526
2025-12-30,northern sauna stockholm,10,176,2.0,0.0568
2025-12-30,northern sauna helsinki,10,164,2.5,0.061
2025-12-30,northern sauna oslo,10,154,3.0,0.0649
2025-12-30,outdoor sauna booking,9,129,3.5,0.0698
2025-12-30,wood-fired sauna,8,111,4.0,0.0721
2025-12-30,sauna voucher,10,121,4.5,0.0826
2025-12-30,sauna gift card,8,99,5.0,0.0808
2025-12-30,sauna day pass,7,79,5.5,0.0886
2025-12-30,popup sauna,7,70,6.0,0.1
2025-12-31,sauna near me,11,225,1.5,0.0489
2025-12-31,northern sauna stockholm,9,170,2.0,0.0529
2025-12-31,northern sauna helsinki,10,161,2.5,0.0621
2025-12-31,northern sauna oslo,11,175,3.0,0.0629
2025-12-31,outdoor sauna booking,10,142,3.5,0.0704
2025-12-31,wood-fired sauna,9,117,4.0,0.0769
2025-12-31,sauna voucher,8,99,4.5,0.0808
2025-12-31,sauna gift card,9,109,5.0,0.0826
2025-12-31,sauna day pass,7,81,5.5,0.0864
2025-12-31,popup sauna,7,72,6.0,0.0972
2026-01-01,sauna near me,10,208,1.5,0.0481
2026-01-01,northern sauna stockholm,10,182,2.0,0.0549
2026-01-01,northern sauna helsinki,11,188,2.5,0.0585
2026-01-01,northern sauna oslo,10,148,3.0,0.0676
2026-01-01,outdoor sauna booking,11,151,3.5,0.0728
2026-01-01,wood-fired sauna,9,123,4.0,0.0732
2026-01-01,sauna voucher,10,123,4.5,0.0813
2026-01-01,sauna gift card,8,95,5.0,0.0842
2026-01-01,sauna day pass,7,76,5.5,0.0921
2026-01-01,popup sauna,7,69,6.0,0.1014
2026-01-02,sauna near me,11,222,1.5,0.0495
2026-01-02,northern sauna stockholm,11,204,2.0,0.0539
2026-01-02,northern sauna helsinki,10,169,2.5,0.0592
2026-01-02,northern sauna oslo,10,152,3.0,0.0658
2026-01-02,outdoor sauna booking,9,125,3.5,0.072
2026-01-02,wood-fired sauna,8,108,4.0,0.0741
2026-01-02,sauna voucher,10,124,4.5,0.0806
2026-01-02,sauna gift card,9,101,5.0,0.0891
2026-01-02,sauna day pass,7,82,5.5,0.0854
2026-01-02,popup sauna,6,67,6.0,0.0896
2026-01-03,sauna near me,9,171,1.5,0.0526
2026-01-03,northern sauna stockholm,10,182,2.0,0.0549
2026-01-03,northern sauna helsinki,11,191,2.5,0.0576
2026-01-03,northern sauna oslo,10,153,3.0,0.0654
2026-01-03,outdoor sauna booking,10,143,3.5,0.0699
2026-01-03,wood-fired sauna,9,120,4.0,0.075
2026-01-03,sauna voucher,8,97,4.5,0.0825
2026-01-03,sauna gift card,8,90,5.0,0.0889
2026-01-03,sauna day pass,6,70,5.5,0.0857
2026-01-03,popup sauna,6,67,6.0,0.0896
2026-01-04,sauna near me,11,229,1.5,0.048
2026-01-04,northern sauna stockholm,10,177,2.0,0.0565
2026-01-04,northern sauna helsinki,11,188,2.5,0.0585
2026-01-04,northern sauna oslo,9,134,3.0,0.0672
2026-01-04,outdoor sauna booking,10,140,3.5,0.0714
2026-01-04,wood-fired sauna,10,131,4.0,0.0763
2026-01-04,sauna voucher,8,104,4.5,0.0769
2026-01-04,sauna gift card,7,84,5.0,0.0833
2026-01-04,sauna day pass,7,73,5.5,0.0959
2026-01-04,popup sauna,5,57,6.0,0.0877
2026-01-05,sauna near me,11,223,1.5,0.0493
2026-01-05,northern sauna stockholm,9,158,2.0,0.057
2026-01-05,northern sauna helsinki,9,148,2.5,0.0608
2026-01-05,northern sauna oslo,11,169,3.0,0.0651
2026-01-05,outdoor sauna booking,9,132,3.5,0.0682
2026-01-05,wood-fired sauna,9,120,4.0,0.075
2026-01-05,sauna voucher,8,104,4.5,0.0769
2026-01-05,sauna gift card,9,106,5.0,0.0849
2026-01-05,sauna day pass,8,90,5.5,0.0889
2026-01-05,popup sauna,7,73,6.0,0.0959
2026-01-06,sauna near me,9,188,1.5,0.0479
2026-01-06,northern sauna stockholm,9,168,2.0,0.0536
2026-01-06,northern sauna helsinki,11,187,2.5,0.0588
2026-01-06,northern sauna oslo,11,171,3.0,0.0643
2026-01-06,outdoor sauna booking,9,134,3.5,0.0672
2026-01-06,wood-fired sauna,10,128,4.0,0.0781
2026-01-06,sauna voucher,8,106,4.5,0.0755
2026-01-06,sauna gift card,7,81,5.0,0.0864
2026-01-06,sauna day pass,7,78,5.5,0.0897
2026-01-06,popup sauna,7,73,6.0,0.0959
2026-01-07,sauna near me,11,221,1.5,0.0498
2026-01-07,northern sauna stockholm,9,163,2.0,0.0552
2026-01-07,northern sauna helsinki,10,160,2.5,0.0625
2026-01-07,northern sauna oslo,9,135,3.0,0.0667
2026-01-07,outdoor sauna booking,9,132,3.5,0.0682
2026-01-07,wood-fired sauna,9,117,4.0,0.0769
2026-01-07,sauna voucher,8,95,4.5,0.0842
2026-01-07,sauna gift card,9,106,5.0,0.0849
2026-01-07,sauna day pass,8,88,5.5,0.0909
2026-01-07,popup sauna,7,73,6.0,0.0959
2026-01-08,sauna near me,11,215,1.5,0.0512
2026-01-08,northern sauna stockholm,11,199,2.0,0.0553
2026-01-08,northern sauna helsinki,11,185,2.5,0.0595
2026-01-08,northern sauna oslo,11,163,3.0,0.0675
2026-01-08,outdoor sauna booking,9,126,3.5,0.0714
2026-01-08,wood-fired sauna,8,113,4.0,0.0708
2026-01-08,sauna voucher,9,110,4.5,0.0818
2026-01-08,sauna gift card,8,100,5.0,0.08
2026-01-08,sauna day pass,6,69,5.5,0.087
2026-01-08,popup sauna,6,66,6.0,0.0909
2026-01-09,sauna near me,11,223,1.5,0.0493
2026-01-09,northern sauna stockholm,9,164,2.0,0.0549
2026-01-09,northern sauna helsinki,10,160,2.5,0.0625
2026-01-09,northern sauna oslo,12,178,3.0,0.0674
2026-01-09,outdoor sauna booking,9,133,3.5,0.0677
2026-01-09,wood-fired sauna,8,107,4.0,0.0748
2026-01-09,sauna voucher,9,116,4.5,0.0776
2026-01-09,sauna gift card,9,109,5.0,0.0826
2026-01-09,sauna day pass,7,74,5.5,0.0946
2026-01-09,popup sauna,6,59,6.0,0.1017
2026-01-10,sauna near me,10,196,1.5,0.051
2026-01-10,northern sauna stockholm,10,187,2.0,0.0535
2026-01-10,northern sauna helsinki,11,186,2.5,0.0591
2026-01-10,northern sauna oslo,12,178,3.0,0.0674
2026-01-10,outdoor sauna booking,11,153,3.5,0.0719
2026-01-10,wood-fired sauna,9,117,4.0,0.0769
2026-01-10,sauna voucher,10,119,4.5,0.084
2026-01-10,sauna gift card,8,99,5.0,0.0808
2026-01-10,sauna day pass,7,80,5.5,0.0875
2026-01-10,popup sauna,6,68,6.0,0.0882
2026-01-11,sauna near me,10,196,1.5,0.051
2026-01-11,northern sauna stockholm,11,192,2.0,0.0573
2026-01-11,northern sauna helsinki,11,182,2.5,0.0604
2026-01-11,northern sauna oslo,9,132,3.0,0.0682
2026-01-11,outdoor sauna booking,10,145,3.5,0.069
2026-01-11,wood-fired sauna,8,112,4.0,0.0714
2026-01-11,sauna voucher,8,105,4.5,0.0762
2026-01-11,sauna gift card,8,93,5.0,0.086
2026-01-11,sauna day pass,8,91,5.5,0.0879
2026-01-11,popup sauna,6,62,6.0,0.0968
2026-01-12,sauna near me,11,219,1.5,0.0502
2026-01-12,northern sauna stockholm,10,176,2.0,0.0568
2026-01-12,northern sauna helsinki,9,156,2.5,0.0577
2026-01-12,northern sauna oslo,10,152,3.0,0.0658
2026-01-12,outdoor sauna booking,9,123,3.5,0.0732
2026-01-12,wood-fired sauna,10,137,4.0,0.073
2026-01-12,sauna voucher,9,110,4.5,0.0818
2026-01-12,sauna gift card,8,100,5.0,0.08
2026-01-12,sauna day pass,8,87,5.5,0.092
2026-01-12,popup sauna,6,63,6.0,0.0952
2026-01-13,sauna near me,10,197,1.5,0.0508
2026-01-13,northern sauna stockholm,9,171,2.0,0.0526
2026-01-13,northern sauna helsinki,11,181,2.5,0.0608
2026-01-13,northern sauna oslo,11,170,3.0,0.0647
2026-01-13,outdoor sauna booking,10,143,3.5,0.0699
2026-01-13,wood-fired sauna,8,108,4.0,0.0741
2026-01-13,sauna voucher,9,117,4.5,0.0769
2026-01-13,sauna gift card,8,100,5.0,0.08
2026-01-13,sauna day pass,7,76,5.5,0.0921
2026-01-13,popup sauna,6,63,6.0,0.0952
2026-01-14,sauna near me,10,200,1.5,0.05
2026-01-14,northern sauna stockholm,11,201,2.0,0.0547
2026-01-14,northern sauna helsinki,11,179,2.5,0.0615
2026-01-14,northern sauna oslo,10,156,3.0,0.0641
2026-01-14,outdoor sauna booking,11,153,3.5,0.0719
2026-01-14,wood-fired sauna,10,138,4.0,0.0725
2026-01-14,sauna voucher,8,95,4.5,0.0842
2026-01-14,sauna gift card,7,83,5.0,0.0843
2026-01-14,sauna day pass,7,79,5.5,0.0886
2026-01-14,popup sauna,7,70,6.0,0.1
2026-01-15,sauna near me,9,177,1.5,0.0508
2026-01-15,northern sauna stockholm,11,205,2.0,0.0537
2026-01-15,northern sauna helsinki,9,151,2.5,0.0596
2026-01-15,northern sauna oslo,11,164,3.0,0.0671
2026-01-15,outdoor sauna booking,11,153,3.5,0.0719
2026-01-15,wood-fired sauna,8,108,4.0,0.0741
2026-01-15,sauna voucher,10,122,4.5,0.082
2026-01-15,sauna gift card,9,105,5.0,0.0857
2026-01-15,sauna day pass,6,72,5.5,0.0833
2026-01-15,popup sauna,6,59,6.0,0.1017
2026-01-16,sauna near me,11,222,1.5,0.0495
2026-01-16,northern sauna stockholm,12,211,2.0,0.0569
2026-01-16,northern sauna helsinki,10,169,2.5,0.0592
2026-01-16,northern sauna oslo,9,138,3.0,0.0652
2026-01-16,outdoor sauna booking,9,131,3.5,0.0687
2026-01-16,wood-fired sauna,9,119,4.0,0.0756
2026-01-16,sauna voucher,9,114,4.5,0.0789
2026-01-16,sauna gift card,9,101,5.0,0.0891
2026-01-16,sauna day pass,7,83,5.5,0.0843
2026-01-16,popup sauna,7,73,6.0,0.0959
2026-01-17,sauna near me,9,171,1.5,0.0526
2026-01-17,northern sauna stockholm,10,179,2.0,0.0559
2026-01-17,northern sauna helsinki,10,159,2.5,0.0629
2026-01-17,northern sauna oslo,11,167,3.0,0.0659
2026-01-17,outdoor sauna booking,10,148,3.5,0.0676
2026-01-17,wood-fired sauna,11,140,4.0,0.0786
2026-01-17,sauna voucher,8,104,4.5,0.0769
2026-01-17,sauna gift card,9,105,5.0,0.0857
2026-01-17,sauna day pass,7,81,5.5,0.0864
2026-01-17,popup sauna,6,58,6.0,0.1034
2026-01-18,sauna near me,11,220,1.5,0.05
2026-01-18,northern sauna stockholm,9,170,2.0,0.0529
2026-01-18,northern sauna helsinki,11,183,2.5,0.0601
2026-01-18,northern sauna oslo,10,157,3.0,0.0637
2026-01-18,outdoor sauna booking,10,141,3.5,0.0709
2026-01-18,wood-fired sauna,9,126,4.0,0.0714
2026-01-18,sauna voucher,10,126,4.5,0.0794
2026-01-18,sauna gift card,8,97,5.0,0.0825
2026-01-18,sauna day pass,6,69,5.5,0.087
2026-01-18,popup sauna,7,74,6.0,0.0946
2026-01-19,sauna near me,9,187,1.5,0.0481
2026-01-19,northern sauna stockholm,10,183,2.0,0.0546
2026-01-19,northern sauna helsinki,11,186,2.5,0.0591
2026-01-19,northern sauna oslo,9,136,3.0,0.0662
2026-01-19,outdoor sauna booking,9,129,3.5,0.0698
2026-01-19,wood-fired sauna,10,139,4.0,0.0719
2026-01-19,sauna voucher,8,97,4.5,0.0825
2026-01-19,sauna gift card,8,95,5.0,0.0842
2026-01-19,sauna day pass,6,72,5.5,0.0833
2026-01-19,popup sauna,6,62,6.0,0.0968
2026-01-20,sauna near me,11,217,1.5,0.0507
2026-01-20,northern sauna stockholm,12,210,2.0,0.0571
2026-01-20,northern sauna helsinki,10,174,2.5,0.0575
2026-01-20,northern sauna oslo,10,149,3.0,0.0671
2026-01-20,outdoor sauna booking,9,122,3.5,0.0738
2026-01-20,wood-fired sauna,9,121,4.0,0.0744
2026-01-20,sauna voucher,10,120,4.5,0.0833
2026-01-20,sauna gift card,9,102,5.0,0.0882
2026-01-20,sauna day pass,7,77,5.5,0.0909
2026-01-20,popup sauna,6,59,6.0,0.1017
2026-01-21,sauna near me,10,203,1.5,0.0493
2026-01-21,northern sauna stockholm,11,203,2.0,0.0542
2026-01-21,northern sauna helsinki,10,173,2.5,0.0578
2026-01-21,northern sauna oslo,10,157,3.0,0.0637
2026-01-21,outdoor sauna booking,10,149,3.5,0.0671
2026-01-21,wood-fired sauna,8,111,4.0,0.0721
2026-01-21,sauna voucher,9,114,4.5,0.0789
2026-01-21,sauna gift card,7,83,5.0,0.0843
2026-01-21,sauna day pass,6,72,5.5,0.0833
2026-01-21,popup sauna,5,56,6.0,0.0893
2026-01-22,sauna near me,10,207,1.5,0.0483
2026-01-22,northern sauna stockholm,12,211,2.0,0.0569
2026-01-22,northern sauna helsinki,9,152,2.5,0.0592
2026-01-22,northern sauna oslo,10,154,3.0,0.0649
2026-01-22,outdoor sauna booking,11,157,3.5,0.0701
2026-01-22,wood-fired sauna,10,138,4.0,0.0725
2026-01-22,sauna voucher,9,107,4.5,0.0841
2026-01-22,sauna gift card,9,102,5.0,0.0882
2026-01-22,sauna day pass,6,69,5.5,0.087
2026-01-22,popup sauna,7,70,6.0,0.1
2026-01-23,sauna near me,11,214,1.5,0.0514
2026-01-23,northern sauna stockholm,10,190,2.0,0.0526
2026-01-23,northern sauna helsinki,9,150,2.5,0.06
2026-01-23,northern sauna oslo,9,146,3.0,0.0616
2026-01-23,outdoor sauna booking,9,126,3.5,0.0714
2026-01-23,wood-fired sauna,8,108,4.0,0.0741
2026-01-23,sauna voucher,10,123,4.5,0.0813
2026-01-23,sauna gift card,7,86,5.0,0.0814
2026-01-23,sauna day pass,7,73,5.5,0.0959
2026-01-23,popup sauna,7,69,6.0,0.1014
2026-01-24,sauna near me,9,189,1.5,0.0476
2026-01-24,northern sauna stockholm,10,180,2.0,0.0556
2026-01-24,northern sauna helsinki,9,147,2.5,0.0612
2026-01-24,northern sauna oslo,11,175,3.0,0.0629
2026-01-24,outdoor sauna booking,11,161,3.5,0.0683
2026-01-24,wood-fired sauna,9,120,4.0,0.075
2026-01-24,sauna voucher,8,101,4.5,0.0792
2026-01-24,sauna gift card,9,101,5.0,0.0891
2026-01-24,sauna day pass,8,86,5.5,0.093
2026-01-24,popup sauna,6,58,6.0,0.1034
2026-01-25,sauna near me,10,199,1.5,0.0503
2026-01-25,northern sauna stockholm,9,168,2.0,0.0536
2026-01-25,northern sauna helsinki,9,156,2.5,0.0577
2026-01-25,northern sauna oslo,10,155,3.0,0.0645
2026-01-25,outdoor sauna booking,10,136,3.5,0.0735
2026-01-25,wood-fired sauna,9,124,4.0,0.0726
2026-01-25,sauna voucher,8,106,4.5,0.0755
2026-01-25,sauna gift card,7,83,5.0,0.0843
2026-01-25,sauna day pass,6,70,5.5,0.0857
2026-01-25,popup sauna,6,60,6.0,0.1
2026-01-26,sauna near me,10,201,1.5,0.0498
2026-01-26,northern sauna stockholm,9,169,2.0,0.0533
2026-01-26,northern sauna helsinki,11,176,2.5,0.0625
2026-01-26,northern sauna oslo,11,167,3.0,0.0659
2026-01-26,outdoor sauna booking,11,156,3.5,0.0705
2026-01-26,wood-fired sauna,11,142,4.0,0.0775
2026-01-26,sauna voucher,8,106,4.5,0.0755
2026-01-26,sauna gift card,9,108,5.0,0.0833
2026-01-26,sauna day pass,8,89,5.5,0.0899
2026-01-26,popup sauna,6,61,6.0,0.0984
2026-01-27,sauna near me,10,192,1.5,0.0521
2026-01-27,northern sauna stockholm,9,167,2.0,0.0539
2026-01-27,northern sauna helsinki,11,189,2.5,0.0582
2026-01-27,northern sauna oslo,10,156,3.0,0.0641
2026-01-27,outdoor sauna booking,9,128,3.5,0.0703
2026-01-27,wood-fired sauna,10,137,4.0,0.073
2026-01-27,sauna voucher,10,122,4.5,0.082
2026-01-27,sauna gift card,8,99,5.0,0.0808
2026-01-27,sauna day pass,7,77,5.5,0.0909
2026-01-27,popup sauna,6,60,6.0,0.1
2026-01-28,sauna near me,11,216,1.5,0.0509
2026-01-28,northern sauna stockholm,11,200,2.0,0.055
2026-01-28,northern sauna helsinki,10,171,2.5,0.0585
2026-01-28,northern sauna oslo,11,166,3.0,0.0663
2026-01-28,outdoor sauna booking,9,127,3.5,0.0709
2026-01-28,wood-fired sauna,9,126,4.0,0.0714
2026-01-28,sauna voucher,8,104,4.5,0.0769
2026-01-28,sauna gift card,9,109,5.0,0.0826
2026-01-28,sauna day pass,7,78,5.5,0.0897
2026-01-28,popup sauna,6,59,6.0,0.1017
2026-01-29,sauna near me,9,182,1.5,0.0495
2026-01-29,northern sauna stockholm,12,213,2.0,0.0563
2026-01-29,northern sauna helsinki,12,195,2.5,0.0615
2026-01-29,northern sauna oslo,11,169,3.0,0.0651
2026-01-29,outdoor sauna booking,10,139,3.5,0.0719
2026-01-29,wood-fired sauna,10,131,4.0,0.0763
2026-01-29,sauna voucher,9,117,4.5,0.0769
2026-01-29,sauna gift card,7,84,5.0,0.0833
2026-01-29,sauna day pass,6,71,5.5,0.0845
2026-01-29,popup sauna,6,63,6.0,0.0952
2026-01-30,sauna near me,10,192,1.5,0.0521
2026-01-30,northern sauna stockholm,10,183,2.0,0.0546
2026-01-30,northern sauna helsinki,10,160,2.5,0.0625
